Text,Tag,Reason
"""Thank you for calling Blind and Sons. If this is an emergency, press one. If it's nonemergency, press two. Your call has been forwarded to the Voicemail for Blind and Son. No one is available to take your call. Call at the tone, please record your message. When you finish recording, you may hang up or press the pound key for more options. Hi. My name is Richard Dufford. I was calling to inquire about a couple services and estimates. If you could return my call, it'll probably be tomorrow between noon and one. I would much initiated that's when I'm on my lunch at work. My phone number is 407-800-5890. Again, that's 407-800-5890. I just bought a house in Wyndham. You came up on a Google search and I'm looking for some estimates. Thank you.""",Voicemail - Lead,None
"""Thank you for calling Blend and Sons. If this is an emergency, press one. If it's nonemergency, press two.""",Missed Call,None
"""Thank you for calling Blend and Sons. If this is an emergency, press one. If it's non emergency emergency, pressing one. Oh, no. Blend and Sons. This is Mackenzie. Yes, I'm calling. My electric went out. Okay. This is their call center. They don't have anyone on call for electrical. They only have someone on call for HVAC. Did you want to leave a message? And they'll give you a call back once they reopen. No, I have someone for the morning. I'm just trying to find to see if anyone can come tonight. But it's probably not going to look good, is it? Probably. No one's going to be able to come out tonight at this time. I figured I'd try. Okay. All right. Thank you, though. Thank you. Bye.""",New Customer -  Lead Not Booked,Couldn't Satisfy Time Requirement
"""Thank you for calling Blind and Sons. If this is an emergency, press one. If it's nonemergency, press two, I think.""",Other,None
"""Thank you for calling Blind and Sons. If this is an emergency, press one. If it's nonemergency, press two. Your call has been forwarded to the Voicemail for Blind and Sons. No one is available to take your call. At the tone, please record your message. When you finish recording, you may hang up or press the pound key for more options. Hi. This is Shoshimata. I've used you guys many times for home repair. I don't know if you guys do any gas oven. I have of D four, bottom right hand corner. Not turning on. Not sure if you guys are able to look at something like that. Please give me a call back. Number 3032-1258-9330-3212-589. Thank you, Mike. Bye.""",Voicemail - Lead,None
"""Thank you for calling Blinden Sun's.""",Missed Call,None
"""Thank you for calling Blindensun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindensuns.com. Please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air, air conditioner, plumbing, electric, or indoor air quality. You are the next caller in the queue. Thank you for calling Blind and Suns. This is Caitlin. How can I help you? Hi, Caitlin. I talked to you on Saturday about a seal from the tank to the toilet. Yes. And I wanted to let you guys know that I got that seal replaced so they don't need to come out for that. I went to a hardware store and I took the old seal and I replaced it so it's not leaking when we flush it. Got you. Okay. Yes, I do know I was still waiting to hear back from that technician since he was out in the field today, but I am so glad that you got that figured out. Yeah, I think whenever we're waiting on insurance, come back and see what they're going to do. I think they might even be calling because we gave them your number for contact, because Blending Sun is who we want to do the plumbing and the toilet. I'm going to probably change the toilet. I don't imagine it's covered. So I'll have to get a separate estimate for a couple of other things that I want done while they're tearing up all the piping and plumbing. Would that be possible when they come out? Yeah, that shouldn't be a problem at all. And then while I actually have you on the phone, I believe I was one that actually spoke to your insurance earlier, and we had spoke to the Mrs. But we do need just verbal permission so that when they do call, we can give them information. Yes, you can. Okay, sounds good. I was actually waiting for one of you to call, so that's perfect. And I can go ahead and get the account noted. That way, when they do call back tomorrow, we can give them the information that they need. Yeah, give them whatever information. And I don't know if the technician that was here took pictures. I know my wife took pictures and stuff like that, but yeah, give them the information so we can start moving forward and seeing what we can do and stuff. Because it's really not much fun taking a shower because what I have to do is I have to put a stop in the bathtub, get my shower, then take a shot back and suck all the water out. Got you. Absolutely. We definitely want to get this handled as soon as possible. So I did note the account for you that when they do call back in tomorrow, she had told me she was going to try again tomorrow. So we have their permission. Yes, and if you can't get a hold of me, you should have my wife's number. 303-27-0592. Yes, I do show that here. Okay. Because where I work at and I work from 830 to five, I cannot get cell phone coverage inside. And even if I get a voicemail, it takes a few hours to show up unless I go outside. So any questions or anything else, you have my permission to speak with my wife Helen, and everything else, because actually, she was here when Dave was here. She actually knows more about than I do with what Dave said. Okay. Caitlin. Gotcha. Okay. Sounds all right. Thank you so much. You have a great evening. Yeah, I didn't want the guy to come down and say, well, because I know that you guys go all over, so I didn't want him to drive all the way down here for something that's fixed. Yeah, absolutely. We appreciate that. And we hope we can get this handled soon for you. I really hope so, too. You have a great evening. You too. Thank you. Bye.""",Other,None
"""Hello? Hello. Thank you for calling Blinden Sun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment. Online, please visit our website at ##andinsuns com. Please listen carefully to the following menu, options, press one. For repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality, press two. To schedule an estimate. For a new furnace, air conditioner or generator, press three. For accounting questions, permits or new installation inspections. Thank you for calling Linden Sun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment.""",Missed Call,None
"""Thank you for calling Blind and Sun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindensuns.com. Please listen carefully to the following menu options press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner, or generator. Press three for accounting questions, permits, or new installation inspections. One. You are the next caller in the queue. Thank you for calling Linden Suns. This is Caitlin. How can I help you? Thanks, Caitlin, for answering. We have a hot water tank. We're looking for a flammable vapor sensor kit, and the part number on it was on a honeywell. It's an SP, like Sam Papa, 20172. Got you. It's a flammable vapor sensor kit for a hot water tank. Got you. Okay. Yeah. So the way that we work is we would have to send a technician to the home, and then we would have to do the work ourselves for any repair. So we don't sell the parts outright, but we could definitely get a technician out for you. We're not interested then, because where do you get parts? $29. Partner charging 100 and some dollars. Put it in, it snaps right in. I can do it myself. Got you. Okay. Yeah. I do apologize. We just aren't able to help parts out. Right. Been disappointed all day talking to you guys. Somebody might have.""",New Customer -  Lead Not Booked,Price Shopper
"""Hello. Thank you for calling Blindensuns Heat Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindensuns.com. Please listen carefully to the following menu options press one for repair or.""",Other,None
"""Thank you for calling Blindensun's Heating, Cooling, Plumbing, and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindinsuns.com. Please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner, or generator. Press three for accounting questions, permits, or new installation inspections. Thank you for calling. You are the next caller in the queue. Thank you for calling Blenden Sons. This is Katen. How can I help you? Yeah, I was looking to schedule a time for an electrician to come out and look at a house that I recently purchased. Got you. Okay. I do show an address that came up here, 7837 Brexville Road. Is it a new address? That is my mom's address. We had previously lived with them for a short amount of time, but we have a new property in Northfield. Got you. Okay. Yeah, that shouldn't be a problem at all. And to get the technician over, we do have a service call fee of 120, and then they would give the upfront pricing from there. The only way that would be discounted would be if you're on that maintenance plan. I show your mom's addresses on that, it looks like. Yeah, and I'll probably set that up with you guys as well. I'll probably use you guys as, like, primary electric, plumbing, all that fun stuff. So I probably will set up for whatever that extra plan is. Yeah, absolutely. And that plan is 198 for the year, and you get the maintenance on the air conditioner, furnace, discount on the service call fees, and the 15% off any quoted work as well. Awesome. Yeah, no, I'll definitely end up going with that as well. For the electric, I moved in, and there's a couple of outlets that don't work. A couple of them need a GFCI installed. And then there's one for the stove. Where I need the stove we got has one of those big fancy three prong things, and I don't have an outlet near the stove that will work with that. So I need to have one of those new fancy outlets installed. Gotcha. Okay, absolutely. And what is the name that you would like on the account? Kyle. For the first name, last name? Richmond. R-I-C-H-M-O-N-D. Okay, and what is the address, please? It's going to be four four three Orchard Grove Avenue, and that'll be in Northfield. Zip code is four 40 67. Okay. And the number that you're calling in from, is that the best one to call when we're on the way? Yeah, that's definitely the best one. Okay. And the last thing is they are paperless in the field. Do you have an email that you would like to keep on file. Yeah, best email address. It's just my first and last name. Kylerichmond. 131-3169@yahoo.com. Okay, sounds good. And we have availability for an electrician. We would be looking at Wednesday as our soonest, if that would work. Yeah, Wednesday would be fine. Okay. And on Wednesday they are routed on location. So I would have an arrival sometime after ten, but we would give a call when they're on the way, 15 to 30 minutes beforehand, and that's perfectly fine. I work from home, so I'll be home either way. Okay, sounds good. Well, I have you all set then for Wednesday, and we will see you then. Awesome. And there was one other thing that I essentially need done. Doesn't have to be the same visit, but if they could do both, it'd be awesome. The other thing is it was kind of an outdated house. We put in a new refrigerator that has one of the little water dispensers, but there is not a water line that runs to the refrigerator area. I have the cable for it and everything, but I don't know if I need specifically a plumber to install that or if it's something I assume probably not the electrician's thing, but if he can, that'd be cool. Yeah, absolutely. So it would be a plumber we would send. Okay, so the plumber, we have the same service call of the 120. And then I have a coupon that I can apply to both for you since you're having more than one service on. So if you go with either of theirs, I can cut that in half if you go with the quoted work. Yeah, no, absolutely. I'll definitely do that. Okay. And did you want to get them both out on Wednesday then? Yeah, they could both be there Wednesday. That makes it easier there. Okay, sounds good. Well, I have you all set then for the plumber and electrician on Wednesday, and then we will give a call when they're both on the way. Sounds perfect. Thank you very much for your help. I appreciate it. Yeah, thank you. Have a good one. Thank you very much. You as well. Thanks. Bye.",New Customer - Lead Booked,None
"""Hello. Thank you for calling Blind.""",Missed Call,None
"""Thank you for calling Blindensun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindensuns.com. Please listen carefully to the following menu options. Press one. Forward care or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality. Press two. To schedule an estimate for a new furnace, air conditioner, or generator, press three. For accounting questions, permits, or new installation inspections. You are the next caller in the queue. Thank you for calling Blind and Suns. This is Caitlin, how can I help you? Yes, I'm calling because all the lights in my house are really dim. Gotcha. Okay. And have we been to the home before? No. Okay. Yes. So to get our technician to the home, we do have a service call fee of 120, and then they would give the upfront pricing from there for the repair, and we are looking at Wednesday as our soonest. Okay. Do you have something you can send me through my email so I can pay online that way? Yeah, so we do require payment at time of service, so it would just be due when the technician is at the home for you. Okay, that would work. Okay, and what is the name that you would like on the account? Lisa Jennison. Okay. And the address? 30 Six Barnard Road, Worcester. Got you. Okay. I actually apologize. Unfortunately, we actually do not travel that far for our electricians. We do for our heating and cooling side, but unfortunately, our electricians just don't travel that far. Okay. All right, well, thank you so much. Yeah, thank you. Have a good day. You too. Bye.""",New Customer -  Lead Not Booked,Other
"""Thank you for calling Blindensun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindinsuns.com. Please listen carefully to the following menu options press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner or generator. Press three for accounting questions, permits, or new installation inspections. Thank you for calling Blinden Sun's, Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or.""",Missed Call,None
"""Thank you for calling Blindensuns Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindinsuns.com. Please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner, or generator. Press three for accounting questions, permits, or new installation inspections. You are the next caller in the queue. It's don't know what you do what you do don't you know what you thank you for your patience. Our agents are still assisting other caller. Please hold on the line and we will connect you with the next available agent. You thank you for calling Blind and Sons. This is Katen. How can I help you? Hi. Yeah. My name is Kelly Hobbs. I rent my house, but my landlord and myself had Blind and Sons out to my house probably about a month ago now, and they gave us a whole new air conditioning. He bought an air conditioning. They installed it and everything. I have water on the floor of my furnace room, and my landlord is currently out of town, but he sent his son over, and we have assessed that it seems to be coming from a piece of hosing that they installed when they installed the new air conditioning. Has his son going to get some putty to just try to temporarily seal the hole? But my landlord's instructions to me was call Blinden Sons and get them back out of there to fix the problem. Got you. Is this for the 1589 Robin Lane? Yes, ma'am. Okay, so I do apologize. Even if it is a warranty issue, we still do have to get approval from the landlord, so he would have to call in and make the appointment. He told me to call because he's out of town. He's driving right now in New York City, rush hour traffic, and he will need not be the one to be here. I am the one who has to be home. So you can get approval from him to come see me, but it has to jive with my schedule. Yes, and that shouldn't be a problem. We do just have to speak to him and get the approval to make the appointment. Okay, so if he's unavailable right now, you're saying you won't even come tomorrow? I have water in my basement. We do have to get approval. I could try to reach out to him if that would she the wife is the one relaying the messages because he's driving in heavy, heavy New York City traffic. So you could probably talk to his wife, but I don't know that you'll be able to talk to him. He was not even able to lay messages. Yeah, as long as it would be one of the owners of the home or his wife. Is just one of them would have to talk to. Okay, let me give you the wife's number, because it's probably not what you have on file since you have his information. I know you do stuff at their house, too. He's told me. But the wife's name is Debbie, and the landlord is Mike. I mean, they're kind of both my landlords, but he's the one in charge of everything. The last name is O Apostrophe. D-O-N-N-E-L-L O'Donnell. And the wife's phone number 305-64-7100. Okay, sounds good. I will reach out to her, and then I will give you a call back as soon as I hear from her. Like tonight. Yeah, so I will go ahead and try and call her and get a hold of her. Okay. You're saying I'll give you a call back. Okay. Thank you. Yes, thank you. What was your first no?""",Other,None
"""Thank you for calling Blinden Sun's Heating, Cooling, Plumbing and Electric. This.""",Missed Call,None
"""Thank you for calling Blinden Sun's Heating, Cooling, Plumbing and Electric. This call you are the next caller in the queue. Thank you for calling Linda and Sons. This is Caitlin. How can I help you? Hey, Caitlin. It's Marina from Nationwide again. Did Mrs. Grunder ever call in? Gotcha. Okay, yes. I don't show that we have anything noted on the account yet, so I don't believe that we have heard from her. Okay, I will try again tomorrow then, because I know she was running to work and I didn't get her on the phone. I got a voicemail and I left a message. So I'll try you guys in the morning. How's that? Thank you. Thank you. Yeah, thanks. Bye bye, now. Bye.""",Other,None
"""Thank you for calling Blindensun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindensuns.com. Please listen carefully to the following menu options press one for repair or maintenance of an existing fur, air conditioner, plumbing, electric or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner or generator. Press three for accounting questions, permits, or new installation inspections. You are the next caller in the queue. Thank you for calling blendin Suns. This is Katen, how can I help you? Hi, my name is Sarah Jacob and I had a new hot water tank installed on Friday and the kid that did the install said that a receipt was going to be emailed to my email address and I haven't received anything. My husband was actually home and had the receipt sent to my email address and I haven't received anything and was wondering if that could be sent again. Yeah, absolutely, I can get that sent over. Is this for the one 20 7th? Yes. Okay, and then I have an email on file. Sjacup one 20@gmail.com? Yes, all. Okay, perfect. I will go ahead and get that receipt sent right over for you. It should be arriving within a few moments. Great, I appreciate it. Thank you so much. Yeah, thank you. Have a good one. You too. Bye.""",Other,None
"""Thank you for calling Blinden Sun's Heating, Cooling, Plumbing and Electric.""",Missed Call,None
"""Thank you for calling Blinden Sun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website. You are the next caller in the queue. Thank you for calling Blind and Suns. This is Caitlin. How can I help you? Yeah, hi. This is Roy de Plega. I called this morning to schedule a service and I want to I found somebody that came out today okay. For the 107 Pleasant View Drive. Yes, that's correct. Okay, no worries, I will get that taken off the schedule for you. Okay, thank you. Yeah, thanks. Have a good one. You, too. Bye.""",Other,None
"""Thank you for calling Blindensuns Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindensuns.com. Please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air. You are the next caller in the queue. Thank you for calling Blenden Sums. This is Katen, how can I help you? Oh, yes, hey. I just called a few minutes ago and made an appointment for tomorrow for HVAC. I thought it doesn't work and I think I fixed it. Okay. Is this for the 2580? Yes. Okay, that's no worries. I will go ahead and get that canceled for you. And if anything changes, just let us know. Thank you so much. You're so awesome. Thank you. Yeah, thanks. Have a good one. Bye.""",Other,None
"""Thank you for calling Blindensun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindinsuns.com. Please listen carefully to the following menu options. Press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner, or generator. Press three for accounting questions, permits, or new installation inspections. You are the next caller in the queue. Thank you for calling Blend and Suns. This is Ellie, how can I help you? Oh, yes. Hi, Allie. I just called a few minutes ago about problems with our HWAC. And so they told me that in order to continue with that ten years warranty, I have to have a maintenance plan. It's a residential HWAC. Is that right? Is this for Fairmont Boulevard? Yes. Okay, so let me see here. Okay, I'm taking a look here. So I don't believe that you would need to have the maintenance program. You just need to have the yearly maintenance thing done on the unit. Now, the maintenance program does include that service, and it also offers discounts across all of our departments. Okay, yeah, probably that's what they meant. How much do you guys charge for, like, a yearly maintenance to get to come over? So the regular price for a yearly maintenance is 129 per piece of equipment. I do have a special running right now for $89. And then the maintenance plan for one system home is 198 for the year or 1650 a month. So the thing is, the air conditioner doesn't work. So that's why I called. So it's only two years old, and it's kind of very frustrating. It was working a few days ago, and now I just checked the temperature 72. That's what's coming out of the vents. So I don't think it's correct. And I look at the compressor, both pipes that coming out, they like approximately the same temperature, so I just felt them. So I guess we do need someone to come over. And I talked to previous person, and they say that you guys have someone to come over tomorrow and see. Yes, I can work to get someone out for you as early as tomorrow. I wouldn't have a set time, but they would give a call on the way about 15 to 30 minutes in advance. Okay. Yeah, that should work. Okay. Now, I'm sorry, the regular diagnostic charge to get them out there and run the diagnostic on the unit is $150. If you were to go with that maintenance program, it would bring that diagnostic charge to $60. And then you also get 15% off any work they do at the home. Okay. Now, if the reason why it's not cooling, and I hope it would be under warranty, am I still responsible for any payments? So, no. If it is something covered under that blend warranty, they would waive that diagnostic for you. Okay, I'm just kind of like extrapolating here. If the coolant, if the agent is gone, obviously it happened without our involvement, that should cover the warranty, right? I'm not going to say, oh, that's how it is now, I'm just curious. Sure. You're saying if the coolant has leaked out of the system, right? I think it would depend on the cause, but I know that typically, refrigerant is not included. Now, if there is some underlying cause that would be different, then he would have to come out and diagnose what's going on. Okay, well, how about this? Let's get the guy. Can he come over, and once he tells us what it is, we can make a decision on signing up for this maintenance plan or that would be too late. No, if you want to sign up for that maintenance plan with the technician, you can do that at time of service. Okay. As soon as we sign up, then the price will change, obviously. Right? Yeah, it would change it okay. Yeah, I think that will make sense. Okay. Yeah. So I can get someone out for you tomorrow. That's Tuesday, August 1. Is this the best number to reach you when we're on our way? The 216548 number? Yeah, 216-548-9523. And if you don't mind, can you also add another number? It's the same one, except it ends on two six instead of 2326. Yeah. Okay, I'm at work tomorrow. Yeah. Her name is Natalie. Okay. Natalie. All right, well, we can give Natalie a call when we're on the way. Yep. Okay, perfect. That sounds good. I got that noted. Then we'll give her a call when we're on our way tomorrow, and I will come out and see what's going on with that unit. It okay. Sounds good. Please send us a nice guy. Yeah, absolutely. They're all nice. Yeah, we'll send out. Okay. All right. Sounds good. All right. Thank you so much. You too. Thank you. Thank you. Bye.""",Existing Customer - Lead Booked,None
"""Thank you for calling Blindensuns Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindinsuns.com. Please listen carefully to the following menu options press repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality. Press schedule an estimate for a new furnace, air conditioner, or generator. Press accounting questions, permits, or new installation inspections. You are the next caller in the queue. WAM it's. Thank you for calling Blenden Signs. This is Holly, how can I help you? Yes, this is Fred Kriner. Sam. I'd like to see about getting a little bit of plumbing taken care of. Okay, sure. What's the address for me, please? Brown Street, Akron, Ohio. Okay. Frederick and it looks like we've never been to this home before. Probably not. Not this one. Some of the other ones, but I don't think this one. Okay, so let me get this on here. And you said that was in Akron? Yes, that sounds right. Okay. All right, so let me start this account here. And what's the best phone number for you? And that's a cell phone? Yes. Okay. And your preferred email address? Su@gmail.com. Okay. All right. And then what kind of plumbing issues were you having out there? I need to have a valve replaced on the plumbing that goes from the street to the house. Okay, so the main yeah, it's actually inside the house right there. Okay. Have you contacted the city to see if and when they could come out to turn that off? It's off, right? Oh, okay. Gotcha. Okay. All right, so to send our plumber over, there is a service call fee. We still don't charge anything by the hour. Frederick and then we are currently scheduling for Wednesday, thursday or Friday. Wednesday would be good. Okay. Now I wouldn't have an exact time for Wednesday. All of those 08:00 A.m are booked. So what we would do is call minutes prior to arrival and then is this a rental for you as well, or is this your home? Yeah, it's a rental and there's going to be somebody there pretty much all day. Okay. All right. And then typically we do put the credit card on file if you would be handling the payment. Do you have that available? Sure. Okay. All right. Are you guys going to pull that or do I have to go down there? Do you know are you guys going to pull that permit? Do I have to go down there? Are you still there? Yeah, I'm here. Sorry. You were cutting in and out. Okay. Are you guys going to go ahead and take care of that permit or do I have to go down there? No, we would if one needs to be pulled. Okay. All right. Card security code and the zip code for that card. Okay. And the billing address. April Drive, Uniontown, Ohio. Okay. All right, frederick and then with us doing previous work on other properties, have you ever thought about getting on the maintenance plan that we offer? I'm not sure if I'm going to do that right now, because I'm getting rid of them. Oh, got you. Okay. All right, not a problem. And then which number shall we call on Wednesday? Your number, or do you need to add a different the account? No, you can call my number. That's fine. Okay. All right. I will get everything noted as soon as we get a plumber freed up in the Akron area, then we'll give you that call minutes prior to arrival. Okay. Will you be calling from this number? Yeah, it should come from okay, wait a minute. Let me get that again. Should be coming from which one? Okay, sounds good. I'll see you guys sometime on Wednesday. All right, thank you. Have a good day. Okay, you too. Okay, bye. Thanks. Bye.""",Existing Customer - Lead Booked,None
"""Thank you for calling Blindensun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindensuns.com. Please listen carefully to the following menu options press one for repair or maintenance of an existing furniture, air conditioner, plumbing, electric or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner, or generator. Press three for accounting questions, permits, or new installation inspections. Thank you for calling Blinden Sun. You are the next caller in the queue. I heard I didn't miss anything in the meeting. This is Ellie. How can I help you? Hi, Ellie. This is Ryan. I've got Ryan, Guskis, and I got a weird question for you. I run a plant and we paint windows. Actually, we use three automotive paint ovens. I know you guys don't necessarily do commercial. I'm looking for a second opinion on one of the burners for ovenside. Oh, you said a burner for the oven? Yeah, it's an automotive paint oven. And I know you guys probably aren't, and I'm wondering if you might know somebody that could direct me if you couldn't. All I'm looking for is a second opinion. I've got, like, a standard commercial, guys, that come in but the problem is an automotive booth runs on two sides. You got the paint booth side, right, which has a burner to heat it up. And then you got the actual, like, an oven cook side. Right. The problem is the same burners in the booth side can outclock the oven side, and we can't figure out why. Does that make sense? I understand what you're saying. I'm not sure who to recommend, sir, because we don't work with that kind of equipment at all. Yeah, we wouldn't work on any kind of appliance or anything like that. Oh, goodness. I would just have to suggest a search online to find someone who would work on something like that. I wouldn't know where to begin. Okay, that's fine. I didn't know if maybe you had somebody in your back pocket or anything on that. I call around. I just want to start with you guys because I use you guys residentially and you do a good job. Okay, thank you. And it never hurts to ask. Yeah, thank you. All right. Thank you, sir. You have a good day. Yeah, bye. You too.""",Out of Service Capabilities,None
"""Thank you for calling Blindensun's Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindinsuns.com. Please listen carefully to the following menu options press repair or maintenance of an existing furnace, air conditioner, plumbing, electric, or indoor air quality. Press schedule an estimate for a new furnace, air conditioner, or generator. Press accounting questions, permits, or new. You are the next caller in the queue. Thank you for calling Blenden Sun. This is Holly, how can I help you? Hi, Holly. My name is Anton. We have an air conditioner that's been replaced a few years ago and it seems like it's not cooling down enough. I just measured the temperature. It's like coming in is like coming out. I'm not sure how accurate my measurements are, but I was wondering if you could check if we are still under warranty and how much you guys charging to coming over and check things out. Okay, and you said it's coming on but not cooling to the temperature that you have set on the thermostat. Right, but it's stuck in ears. I don't know, maybe it's just me, but it feels warm too. The compressor is working. Everything is working. All right, sure. What's your address for me, please? Fairmont Boulevard in Beachfield, Ohio. I got a phone number for you. Yes. All right, and then still no email address? There was one. Okay. All right. Now I see that you used to have a maintenance plan that expired with us back on September 30 of last year. Would you like to renew that for the get those tune ups and percent off all the service call fees and then any work we do, you would get a percent discount. And then the last time we did the maintenance was last year. So, yes, as long as we have to do maintenance though this year, then you have to do the maintenances every year to keep that your parts and labor warranty valid. Okay. And you say how much is that? Two years a year. So that maintenance plan covers you for a year and then it includes the maintenance on the AC, the furnace priority service, half off of all of our service call charges. And then any work we do, you get an additional percent discount. Okay. And you said if I don't have that maintenance plan, my manufacturer warranty is not going to be valid either. Yeah, you would have to do maintenances every year on the system to keep that parts and labor warranty valid. Oh, boy. And I was going to ask you something else. So for example, if I renew this, you guys going to come over and take a look at things? So is the repair going to be covered by warranty or how does it work? So if you get back on the plan, it would be dollars to send the technician over to run the diagnostic. If you don't, it would be he would then determine if the repair the upgrade is covered under that your parts and labor warranty. And then if it is, then the service call or the diagnostic would not be charged. But they have all the warranty information with them on their trucks. Okay, I see. And how quickly do you think this technician can come over here? We've got availability tomorrow or the rest of this week. I just wouldn't have an exact time, but we'd call minutes prior to arrival. Okay. Can I think this for a few minutes and give you a call back? Yeah, absolutely. Okay. And you guys open seven. Okay. All right. I'll give you a buz in a few minutes now. Okay. Okay. All right. Thank you. Thank you so much. Bye bye. You're welcome. Bye.""",Existing Customer -  Lead Not Booked,Other
"""Thank you for calling Blindensuns Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book an appointment online, please visit our website@blindensuns.com. Please listen carefully to the following menu options press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality. Press two to schedule an estimate for a new furnace, air conditioner or generator. Press three for accounting questions, permits, or new installation inspections. Thank you for calling Blindensuns Heating, Cooling, Plumbing and Electric. This call may be recorded for answers to many of your questions or to book appointments online, please visit our website@blindensuns.com. Please listen carefully to the following menu options press one for repair or maintenance of an existing furnace, air conditioner, plumbing, electric or indoor air quality. Press two to schedule an estimate for you are the next caller in the queue. Thank you for calling Blind and sun. This is Katen, how can I help you? Oh, hello. I have a few questions for you. I need to get a rough idea. Just rough? Rough is good. Rough idea of what you think you might charge to put in a new ceiling fan, take down an old one that's there that's not working and put a new one up. Got you. Okay, let me look here and see what I can find out. Is this for the 50 66 Monticello Street? It is. Okay. Yes. And the number that you're calling in from, is that still the best one to reach you? It is. Okay, so the way that we work is to get our technician to the home. We do have a service call fee of 120 and then they do have to price everything on site, but we don't charge anything by the hour. It is by the job itself. Okay, well, I was thinking that I would have you come over and just do it. Not come over, look at it and then leave, then have to come back. Got you. Okay. Yeah, that is just the way that we work. So we do have that service call fee to get them to the home and then if they are able to do the work the same day they do try to okay, that doesn't really answer me too much. You don't have any clue what that would cost? I do not. Well, do you want to call me back with an idea? Because I need to schedule something pretty quick. How far out are you looking to schedule? How far are you booked? Yeah, we are looking at Wednesday as our soonest for an electrician and we just have to quote everything on site. Right, but I'm not looking for an exact quote, I'm just looking for an idea. And you would have to have a twelve foot step ladder. Got you. Okay, yeah, I know that we do have access to ladders. That shouldn't be a problem. Okay. All right, I'm going to have to give you a call back. Okay, no worries. All right. Bye. Thank you.""",Existing Customer -  Lead Not Booked,Price Shopper
"""Hi. My name. Thank you for calling Blind.""",Missed Call,None
